position,mlu,style,tempo,performer,division,division_follower,division_bigram,pattern,follower,bigram
3,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],111,1111,[0111|1111]
4,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
5,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1101,[1111|1101]
6,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1101,1111,[1101|1111]
7,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
8,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1011,[1111|1011]
9,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1011,11,[1011|0011]
10,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],11,11,[0011|0011]
11,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],11,1011,[0011|1011]
12,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1011,1011,[1011|1011]
13,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1011,1110,[1011|1110]
14,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,2,[4|2],1110,11,[1110|11]
15,line,POSTBOP,MEDIUM SLOW,Steve Coleman,2,0,[2|0],11,0,[11|0]
1,lick,POSTBOP,MEDIUM SLOW,Steve Coleman,2,2,[2|2],1,11,[01|11]
2,lick,POSTBOP,MEDIUM SLOW,Steve Coleman,2,0,[2|0],11,0,[11|0]
1,lick,POSTBOP,MEDIUM SLOW,Steve Coleman,2,2,[2|2],1,11,[01|11]
2,lick,POSTBOP,MEDIUM SLOW,Steve Coleman,2,0,[2|0],11,0,[11|0]
1,lick,POSTBOP,MEDIUM SLOW,Steve Coleman,2,2,[2|2],1,11,[01|11]
2,lick,POSTBOP,MEDIUM SLOW,Steve Coleman,2,0,[2|0],11,0,[11|0]
1,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
2,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],1111,1111,[1111|1111]
3,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,2,[4|2],1111,11,[1111|11]
4,line,POSTBOP,MEDIUM SLOW,Steve Coleman,2,6,[2|6],11,1,[11|000001]
5,line,POSTBOP,MEDIUM SLOW,Steve Coleman,6,2,[6|2],1,11,[000001|11]
6,line,POSTBOP,MEDIUM SLOW,Steve Coleman,2,6,[2|6],11,100101,[11|100101]
7,line,POSTBOP,MEDIUM SLOW,Steve Coleman,6,2,[6|2],100101,1,[100101|01]
8,line,POSTBOP,MEDIUM SLOW,Steve Coleman,2,4,[2|4],1,11,[01|0011]
9,line,POSTBOP,MEDIUM SLOW,Steve Coleman,4,4,[4|4],11,11,[0011|0011]
